index,title,topic_idx
20360,아시안게임 남자배구 대표팀 서재덕이 더 많은 투지를 불어넣었습니다,5
20361,의원총회 참석한 바른미래당 의원들,6
20362,지역산업 활용방안,2
20363,"현대모비스 자율주행차 엠빌리, 전 세계 도로 운행",1
20364,"중앙은행, 돈 범죄…26개국 중 6개국이 새 4개월 동안 금리 인상",1
20365,"독일 극우정당, 첫 시장 선거에 도전했지만 실패",4
20366,신민주주의는 만능주의입니다,3
20367,아스널 팬들 FA컵 8강 앞두고 벵거 감독 퇴진,5
20368,"박 대통령, 이번 부산 방문…총선 포착",6
20369,비디오: 빨간 스카프를 두른 중국 여성이 체포되었습니다. 이유는,4
20370,"특징주 미래에셋대우, 2분기 실적 호조로 강세",1
20371,"美 대선 TV토론 승리 : 힐러리, 부동층 흡수할까…초박빙 국면 변화 주목",4
20372,"FC바르셀로나 미드필더 투란, 기내 스포츠 기자 폭행",4
20373,"브라질 남동부, 신종플루 피해 집중…상파울루서 91명 사망",4
20374,문 대통령의 국정지지율도 47.3%로 2.1%포인트 상승했습니다,6
20375,안보리 남북 유해발굴 제재 면제…4월 착수,2
20376,계획된 성폭력 범죄로 의심되는 독일 법무장관 쾰른,4
20377,터키의 시리아 군사 작전 이후 테러로 민간인 45명 사망,4
20378,"문화체육관광부, 쇼핑·숙박업 관광품질인증제 실시",2
20379,"마지막 순간에 나온 신간 ""하트""",3
20380,오스트리아 최초의 조종사 없는 에어 택시 조종사 비행,4
20381,김연경 대일패 충격적 결과…발전의 과정이었으면,5
20382,체내 이식된 줄기세포의 변화를 이미지로 보는 것...쥐로 실험해 확인,0
20383,RP·MMF 건전성 규제 강화...비은행권 그림자금융 작업,1
20384,2019 KBO리그 3월 29일 개막…올스타 휴식기 7일째…,5
20385,"최종구 금융위원장, 전남 스타트업 기업 차량 시승",0
20386,여야 7명으로 구성된 미국의 핵 태세 보고서는 한반도 비핵화와 거리를 둘 것으로 우려됩니다,4
20387,한국문학관 용산공원 건립 협의체 논의로 해결,3
20388,드론 날리기 쉬워...비행허가·사격허가 완화 종합대책,0
20389,"美, 이란에 대한 추가 경제제재 검토…석유 수출 중단 방안인 듯",4
20390,"북키프로스, 튀르키예에 드론 배치…동서 지중해 긴장 고조",4
20391,미세먼지와 단풍,3
20392,SK브로드밴드 콘텐츠 특성에 따른 Btv VOD 화질 개선,0
20393,삼성 AI 비서 빅스비 중국 서비스 30일부터,0
20394,평등의 행진과 평등의 달의 선언에 관한 기자 회견,2
20395,아프리카 모잠비크서 긴장 속 대선…뉴욕 재선거 주목,4
20396,문학동네 청년작가상 수상작집 출간,3
20397,"이란 외무부, 핵협정 준수 촉구 위해 프랑스 방문",4
20398,"코스닥 사흘째 상승, 두 달여 만에 900선 회복",1
20399,잠실은 좌타자...두산 선발진 좌타자 8명 KIA 6명,5
20400,축구사랑나눔재단 제3회 축구사랑나눔의 밤 행사 개최,5
20401,송영무 후보자가 북한의 총탄을 가장 먼저 넘은 게 아니냐는 질문에 딱 들어맞습니다,6
20402,"◦난민구조선, 2주만에 이탈리아 람페두사항 입항",4
20403,디지털대성 2분기 연결 영업이익 32억원…53% 증가,1
20404,김정은 조기 답방…북미회담 연계 필요 없어,6
20405,세계은행 북한 지배구조 세계 최저…지난해보다 후퇴,1
20406,NASA 우주비행사들을 위한 우주복이 충분하지 않습니다,0
20407,여자프로농구 데이터 한눈에...WKBL 데이터랩 출시,5
20408,카카오 합병 후 첫 공모…블라인드 심사로 개발자 채용,1
20409,방송을 세는 것은 주의를 끕니다,6
20410,"이란 군 참모총장, 국익 위해 선제타격 경고",4
20411,마지막 투표까지... 마지막 순간까지,6
20412,2017년 11월 및 12월 방송통신심의위원회 이달의 프로그램 최우수상 수상,3
20413,경기도 전역 미세먼지 주의보 해제...하지만 주의,3
20414,내일부터 관광공사 근로자 휴가지원사업 추가 모집,2
20415,호날두 2골 레알 마드리드 아포엘 30번째 완승,5
20416,밀라노 디자인 위크에 전시된 한국 도자기,3
20417,주한 외국대사 15명 서울관광홍보영상 출연,2
20418,악수하는 이해찬 대표와 파비앙 페논 주한 프랑스 대사,6
20419,오바마 대통령의 풍자 코미디 쇼를 방영한 북한 TV,6
20420,한국투자,1
20421,"꽝 공안부 장관, 권력 서열 2위 베트남 대통령으로 선출",4
20422,그래픽 코리안 메이저리거 투수 MLB 올스타전 성적,5
20423,베로나 이승우 대표팀 합류 간절한 꿈…기회 있을 것이라 믿습니다,5
20424,삼성전자 협력사 신입사원 무료 입문교육,1
20425,발목 골절 직전 국회에 붙잡힌 최경환 대통령,6
20426,브라질 파투차이나 합류 임박... 이적료 226억원,5
20427,"게시판 언론노조, 민주정의당, 민주당과 정책협약",6
20428,손학규 측근들과 새판 짜기…종합정치성명,6
20429,2010년 금융당국의 요구사항을 직원들이 강화한 후 우회상장한 사례는 4건에 불과,1
20430,"NASA 우주비행사 운송 계약, 2018년 이후 러시아와 연장 불가",4
20431,KT 200km 해상화폐·IoT 재킷 해양안전 솔루션 공개,0
20432,한국인 10명 중 6명은 디지털 기기와 미디어 친화적입니다,0
20433,"올해 금호아트홀, 클래식 유망주 3명 선정",3
20434,알제리 대선 오는 12일 치러…시위 등 긴장 고조,4
20435,독서는 어설픈 여행이다...독자 연대기,3
20436,패럴림픽 개막 앞두고 폭설,3
20437,아시아나항공 27일 임시주주총회…전환사채 한도 확대 추진,1
20438,"방송통신위원회, 음성 스팸 차단 강화…음성인식 기술 적용",0
20439,"◦ 렌치신당, 이탈리아 비바로 명명…창당 절차 본격화",4
20440,류현진 MLB닷컴 사이영상 중간 투표 1위로 셔저,5
20441,중국·홍콩 출판사 억류 논란 속 억류자 통보제도 개선 논의,4
20442,"전충렬 수석대표, 농구단 단일팀 100명 남측 파견",5
20443,카드뉴스 늦가을 정취 가득한 수도권 가톨릭교회와 공직,2
20444,맨 트럭 버스 트럭 엔진 주요 구성품 무상 보증 7년 연장,1
20445,트럼프 전화 인터뷰 도중 과거 대변인의 행동을 묻는 질문에 그냥 넘어갔습니다,4
20446,◦ 의장은 평화적 대화로 북한 문제를 해결해야 합니다,6
20447,갤럭시노트10으로...태블릿·워치·5G 중저가폰 내달 출시,0
20448,"두산로보틱스 쑹칭, 로봇 협력기관 협약 체결",0
20449,LG 창립 70주년 가전 프로모션 행사,3
20450,"과학기술연구원, 내년부터 비정규직 정규직 전환",2
20451,세 대의 월드컵 비행기에 나눠 탄 대표팀의 짐이 차례로 러시아로 향했습니다,5
20452,"유진투자, 유통업계 업황 부진에 자산유동성 가속화 전망",1
20453,연합뉴스 로봇 기자 축구봇 기사 쓰는 법,0
20454,"SKT 삼성중공업, 5G 기반 원격조종 모형선 시험 성공",0
20455,랜섬웨어 피해 웹호스팅 업체 해커와 13억원에 협상 타결,0
20456,"8·25 합의 1주년…합의 실종, 남북관계 최악",6
20457,게시판 인터넷신문위원회 심의위원 신규 위촉,2
20458,우리는 목격자를 찾고 있습니다…유럽 최악의 보물 강도 사건,4
20459,폭염도시 대구가 전국에서 온열질환자가 가장 적은 이유는,3
20460,김여정 북한 고위급 대표단 포함,6
20461,"원·달러 환율, 수출업체 월말 달러 매도에 2.9원 하락 마감",1
20462,"북한의 일부 주민들도 직원들의 집단 대피에 대해 알고 있습니다, RFA",6
20463,"대한항공, 현대캐피탈 FA 대어 정지석, 문성민 잡습니다",5
20464,롯데 민병헌 개막전에서 처음 국가대표로 뛸 때보다 더 긴장했습니다,5
20465,과학창의재단 생산성본부 과학문화 확산 및 창의인재 육성 협력,0
20466,윤리위 내달 7일 징계 심의...5·18 망언 결론 못내,2
20467,NH인베스트먼트 IRP 무보증 상품 수익률 1위,1
20468,북한 김정일의 5주기가 시작됩니다,6
20469,태안 튤립·주꾸미·게축제 폐막…58만명,3
20470,공룡 사냥꾼 백정현…삼성 NC와 공동 8위,5
20471,평등은 권리입니다,2
20472,여자농구 KDB생명 감독 사퇴에도 17점차 완패…7연패,5
20473,"◦배구 흥국생명 도로공사 개막전 테일러 매치, 신경전 앞두고",5
20474,LGU 아이돌의 일상 콘텐츠 iLogU 공개,1
20475,이승우 칩슛 U20 월드컵 베스트골 4위,5
20476,"주러 대사, 외교차관 면담…한반도 협력 종합 논의",4
20477,MLB 연봉조정 신청...KBO는 7...,5
20478,권석창 검사 소환…불법 선거자금 종합 수사,6
20479,풀스크린 카메라…갤럭시S9 기대 사양은,0
20480,MLB 사무국의 노력…미국에서 야구를 하는 아이들의 수가 증가했습니다,5
20481,황금연휴 스마트폰 데이터 부족 해결방안,3
20482,"5년 전 MVP 김선형, 신인왕 안영준 DB 격파...",5
20483,TV조선 대표 초등학생 딸 운전기사로 폭언 논란 확산,2
20484,,1
20485,"이마트, 25억원 규모 봄맞이 골프대회 개최",3
20486,프로농구 kt KCC 7년 만에 꺾고 5연승,5
20487,온실가스 감축을 위한 국제 모델 컨퍼런스,2
20488,"프로축구, 추석에도 치열한 순위 싸움…하위권 탈출",5
20489,5G 2~3위 경쟁 치열...LGU 6월 가입자 순증 KT 앞,0
20490,트럼프의 엄청난 힘에 맞설 이란의 침략자들은 모두 사라졌습니다,4
20491,손흥민 맨시티전 동점골…아주 특별한 기억,5
20492,"박 대통령, 핵정상회담과 멕시코 일정 마치고 귀국",6
20493,해외 여행객의 60%가 저비용 외국 항공사를 이용합니다,1
20494,주말 N여행 호남지역 4차 산업혁명의 미래…미디어아트 눈으로 보기,3
20495,남한과 북한은 남한에 대항할 기회가 없습니다,6
20496,"프로농구 4강 사령탑, 우승 트로피 양보 없어",5
20497,휠라코리아 지난해 영업이익 3573억원…64.3% 증가,1
20498,한화투자 KCC 3분기 실적 부진...목표는 ↓,1
20499,"트럼프 정부 표현의 자유가 실리콘밸리와 충돌, 비켜라",4
20500,"류현진, 수비 고전 끝에 7이닝 1실점…11연승",5
20501,여자농구 우리은행 솔로…감독들이 뽑은 후보는 KB,5
20502,아궤로 나폴리전 마지막 슛...총 178골 맨체스터시티...,5
20503,느린 여행 청산은 속도를 줄이고 나를 돌아봅니다,3
20504,경찰의 폭력을 비난하는 팻말을 든 홍콩 시민들,4
20505,PD수첩은 무한도전 같은...잘 되어야 합니다,2
20506,"우진INS, 코스피 상장 예비심사 통과",1
20507,사우디 홍해 이란 유조선 폭발 관련 없음,4
20508,더위를 잊게 해주는 물놀이,3
20509,"YMT, 70억 규모 전환사채 발행",1
20510,60권의 신간 비 나의 아름다운 고양이 델마,3
20511,"MLB 강정호, 최지만 무안타 침묵",5
20512,현대백화점장 이상 퇴직…부서 통폐합 20%,2
20513,아시안 게임 여자 농구팀이 우승을 앞두고 있습니다,5
20514,"류현진, 다저스타디움서 66이닝 볼넷 허용",5
20515,정규리그 챔피언결정전 우승 좌절 징크스…대한항공 깨울까,5
20516,민주시민단체와 정책협약…지방선거 정책연대 시작,6
20517,"백악관 언론 탄압, 튀르키예에 민주적 가치 존중 촉구",4
20518,"멕시코 대통령, 경제부 장관에게 기아 문제 해결 지시",4
20519,개막전 최태웅 신분 변동,5
20520,그의 새 책 '엄마의 골목',3
20521,항복하기 전에 일본 사령관은 어떤 생각을 했습니까,2
20522,연합뉴스 조성부 사장이 연설합니다,2
20523,"◦ 조원동 전 경제수석, 이미경 퇴진 강요 오후 소환",6
20524,베트남 박항서호 전지훈련 오늘 입국,5
20525,북한의 대중에 대한 의존도를 높이는 전 미국 NSA 관리,4
20526,주말 N여행 강원지역 눈바람 추위...천상해장국 황태자,3
20527,이란 최고지도자 미국의 대화 제안은 거짓말... 무장해제,4
20528,대립 격화인가 협력 강화인가…여야 갈림길,6
20529,남경필 채용제도는… 연일 도입 필요성 강조,6
20530,"이정미 자유한국당, 극단적 이기주의…민주당, 정치개혁 운운할 뿐",6
20531,그 나라의 최남단인 마라도로의 여행,3
20532,롯데백화점 대구점 아름다운 팔걷기 헌혈 캠페인,2
20533,"UAE 왕세자, 사우디 국왕 만나…예맨 파벌 간 대화 촉구",4
20534,"말컹극장 목표: 33 전남과 비기기, 경남-…50점…",5
20535,북한 정권 전복과 대북 무력행사를 위한 미국 정부의 정책 옵션,6
20536,아쿠아포닉스 스마트팜 설명 듣는 이 총리,6
20537,게시판 LGU 영화관 30곳에 U5G 미니 팝업스토어 오픈,0
20538,전 세계가 열광하는 리그 오브 레전드 SKT 5G 생중계,0
20539,넥센 히어로즈 서울 SOS 어린이 마을 사랑 나눔 행사,2
20540,대전 세종 충남 8월 폭염 17.2일 역대 최고... 강수량 역대 최저,3
20541,청와대 반기문 대선출마 시사 발언,6
20542,"태풍 타파, 부산 앞바다 지나감…오후 11시 울산 인근",3
20543,휴대폰 환불에 대한 단순 변심이 가능해야...통신사의,0
20544,미국 북극이 남중국해가 되기를 바라십니까?… 두고 봅시다,4
20545,식물 플랑크톤 상용화 시작...포토바이오박스 최초 개발,0
20546,회사에서 일하는 것의 의미는... 회사를 그만 두겠습니다. 출판,3
20547,남북정상회담 현실화…정상회담 계속될까,6
20548,손흥민 맨시티전 77분 6.3 득점…팀내 5위,5
20549,한상진 윤여준 신당 창준위 투톱위원장 체제 확정,6
20550,문 대통령 마중 나온 북한 주민들과 악수하며 두 손 들고 화답,6
20551,◦ 왜 이렇게 많이 졌습니까…백서에는 국민의 목소리가 담겨 있습니다,6
20552,그래픽 고고도 미사일 방어 시스템 사드 개요,6
20553,"홍콩 격동 文, 제2의 톈안먼 광장 우려 속에 직선제 꿈 실현될까",4
20554,뉴욕 검찰법원에 트럼프 재단 유용 열흘 안에 돌려달라고 요청,4
20555,"중국 일대일로 구상, 그리스 문화유적 보호에 발목 잡혀",4
20556,"목포자연사박물관, 오감만족 체험공간 운영",3
20557,이정미 원내대표와 윤소하 원내대표 통화,6
20558,"한국HP, 다양한 세대를 겨냥한 기업용 PC 및 프린터 신제품 출시",1
20559,과학기술계 일본 수출규제 대응방안 논의,0
20560,"카카오, 음원 최강 멜론 1조8000억원에 인수",1
20561,SKT·KT 통신요금 신고제 전환…요금 인상 자유,1
20562,현대모비스 라이벌은 전자랜드...프로농구 3연승,5
20563,동영상 갤럭시S10 25회 사전예약…105만원대부터,0
20564,"한진해운 선박, 화물 하역 위해 정부 기반 항만으로 안내",2
20565,국립중앙과학관 수학체험전시회 15일부터 16일까지 개최,3
20566,CCS 이사 직무집행정지 가처분 신청,2
20567,"중국 해양 자원 자회사, 원양 어선 5척 구매 계획",4
20568,게시판 한국기자협회 상반기 국내 연수생 선발,2
20569,"류현진, 12일 애리조나전 등판…SK 출신 켈리, 1선발…",5
20570,"미 대사관 인근서 피습 당한 트럼프, 이란 공식 종식 경고…긴장 고조",4
20571,"북한 UFG, SLBM 발사 추가 도발 예고…전문가 진단",6
20572,장기자 리뷰 베젤 굵어...소니 엑스페리아XZ 프리미엄,0
20573,"""새 책 속의 남자"" 264, 로맨틱 컨설팅",3
20574,김호철 배구대표팀 감독 공식 사퇴...새 사령탑 선임 시작,5
20575,그래픽 애플 주가 사상 최고치 기록,1
20576,게시판 과학문화축제 4월 개막,3
20577,추신수 1볼넷 1탈삼진…희생플라이 타점,5
20578,안동·상주 35도 전국 폭염특보…외부활동 주의,3
20579,제7대 EBS 이사장 유시춘,2
20580,네덜란드 공격수 로번 14년간 국가대표 은퇴,5
20581,슬로바키아에서 언론인 살해 사건으로 재판 시작,4
20582,"레알, 바르사 나란히 승리... 선두 다툼 치열",5
20583,아침 기온 주춤하는 날씨 한파 ↑…모레 다시 추워집니다. 8일,3
20584,"박 대통령, 오늘 규제개혁 장관회의 주재…5·18 불참",6
20585,김정은 북한 삼지연 감자가루 생산공장 방문,6
20586,GS칼텍스 차상현 감독 PS는 새 출발…해볼 생각,5
20587,"게레로, 홈런 더비 준우승 91홈런에 좌절…알론소 종합 우승",5
20588,게시판 서울시 기자들이 발달 장애 어린이들을 치료하기 위해 바자회의 수익금을 기부했습니다,2
20589,춘천 남이섬 세계책나라축제...5월 내내 열려,3
20590,아쉽게 에이스 싸움... 양현종 6⅓이닝 6실점 차우찬 5이닝...,5
20591,남녀 배구 PS팀 중 홈에서 가장 많이 승리한 팀은 현대...,5
20592,갤럭시S8 소프트웨어 업데이트 오늘…레드 화면 해결될까,0
20593,홍천 별빛 뮤직 맥주 축제 개막,3
20594,새로운 온라인 차세대 혁명,3
20595,게시판 국가과학기술연구회 국가안전기술포럼,0
20596,"유엔 인권감시기구, 북한 인권 해결에 국제사회 우려",6
20597,지난해 저축은행 신용대출 금리는 3.2%p↓…2000억원 인하,1
20598,북한 날씨 대체로 맑음...함경도 해안 흐리고 눈도 내리고 있습니다,3
20599,"전경련, 미국 정부, 의회에 철강 제재 한국 제외 요청",1
20600,"서울옥션 시인, 제로베이스 온라인 경매 0원에 선보입니다",1
20601,유럽의 독재자들이 부패를 퍼뜨리는 힘을 얻었습니다,4
20602,안보리 결의는 27일 오후나 29일 채택될 수 있습니다,6
20603,유전질환 치료 신기술…3세대 크리스퍼 유전자가위,0
20604,KT·SKT 5G 월드어워드 수상…세계 최초 상용화 인정,0
20605,자유한국당 최저임금 인상 부작용 심각…국회 대안토론회,6
20606,레알 마드리드의 베일은 비디오 판독기가 없는 것이 더 좋습니다,5
20607,,4
20608,그래피티를 사용하여 디지털 콘텐츠를 제품으로 변환,0
20609,반이슬람적 발언을 호주 사람들에게 안전하게 느끼고 싶습니다,4
20610,KBS 사장단 공모에 13명 지원…20일 후보 압축,2
20611,S9 AR 이모지 기능은 인기가 많습니다,0
20612,EU 난민 사태 종식 선언 후 가짜뉴스 하나하나 반박,4
20613,시리아 탈아브야드서 사흘 만에 또 폭탄 투하... 사상자 없음,4
20614,일상은 예술입니다,3
20615,갤럭시S8 연휴 첫날 2만2000대 개통… 박스오피스 지속될까,0
20616,분양가 고공행진의 저주…신도시 빈 상가는 어떻게 할 것인가,1
20617,"김정숙 여사, 한부모가족 인권선언 낭독",2
20618,가을에 색을 더해주는 핑크뮬리,3
20619,"대한항공, 5연승 견인…삼성화재",5
20620,"반기문, 북한의 핵과 미사일 개발도 북한의 안보를 저해",6
20621,지난해 그래픽 4조3000억원 피해,1
20622,삼성 외국인 투수 보니야 영입…70만 달러,5
20623,"화웨이 메이트30, 세계 최초 5G 일체형 칩 탑재…이달 19일 출시",0
20624,삼성 갤럭시노트9 50개국 동시 출시…다음 달 120개국으로 확대,1
20625,"치킨, 월드컵 관람 필수…평일 2.3배 인상",5
20626,맥주 한 캔에 휴식…4강 앞두고 여유로운 우리카드·대한항공,5
20627,북한 핵보유국을 자처한 박 대통령의 주장은 세계 평화와 안정에 대한 포괄적 위협입니다,6
20628,"현대오일뱅크, 포인트 적립 모바일 앱 블루 출시",1
20629,한화 지난해 영업이익 2조1300억원…배당금 600원씩 2단계,1
20630,따뜻한 봄날씨...큰 기온차와 미세먼지 주의,3
20631,평창-군사회담 잇따라 예정…고위급회담 후속조치 주목,6
20632,삼성페이 러시아 간편이체 서비스,0
20633,Facebook 및 Instagram은 서버 구성 변경 사항에 따라 다운되었습니다,0
20634,"미국 언론사, 해외 언론 독자 소통 채널 확대로 신뢰 구축",4
20635,"갤럭시 노트9 카메라, 화웨이 P20 프로에 뒤떨어짐",0
20636,전 농구선수인 햄슨은 너무 늦기 전에 배구를 하고 싶었습니다,5
20637,"교육감, 주민 청원에 답변…전남교육청 청원마당 운영",2
20638,"WFP 기부국장님, 인도적 대북지원을 막는 정치적 장애물이 없어지길 바랍니다",6
20639,우주국가 수립부터 화성으로의 대량 이주까지…우주 식민지화 시대 시작될까,0
20640,거장의 자유를 보여준 베토벤 소나타 전곡 백건우 연주,3
20641,이스라엘과 시리아 공습 인정…헤즈볼라 터널 파괴,4
20642,금융감독원 북미회담 제한적이지만 시장 변동 가능성 높아,6
20643,◦ 오늘 8·9 전당대회 후보 등록 신청,6
20644,미국 인구조사가 시민권 문제를 부활시킬까…대법원도 이에 동조하고 있습니다,4
20645,"대기업, 비정규직 더 많이 활용...1,000인 이상 기업 40.3%",2
20646,◦ 일부 TK 초선 전당대회 앞두고 박 대통령 면담 요청,6
20647,흥국생명 통합 우승 꿈...한국도로공사 GS칼텍스 선수권대회...,5
20648,인천뉴스 농협 새해 식품안전점검,3
20649,이낙연 국무총리가 과학기술정보통신부 2차관에게 보낸 임명장,6
20650,금감원장 직무대행은 흔들림 없이 근무해야 합니다,1
20651,은타간다에서 전쟁 범죄로 유죄 판결을 받은 ICC 민주 콩고 반군 지도자,4
20652,문 대통령이 양대 노총의 말에 동의하지 않더라도 대화는 계속돼야 합니다,6
20653,춘천은 5월부터 10월까지 50개 이상의 축제와 대회를 개최할 것입니다,3
20654,"김중석 강원도민일보 사장, 신협 회장 재선임",2
20655,사드 배치는 동맹국에 대한 포괄적 의무입니다,4
20656,KT 서동철 감독 트레이드는 손해가 아닙니다,5
20657,정운찬 사장 인센티브 산업화 기반 마련,2
20658,1895년 일본 군사지도 독도는 한국 땅이라는 증언,2
20659,인도 탈환 노리는 갤럭시M…3분 만에 첫 판매 매진,0
20660,"아시안게임 잠수함 투수 박종훈, 인도네시아전 선발 출전",5
20661,소설 창 너머로 도망간 100세 노인이 6월 연극 공연을 합니다,3
20662,"베컴, 한국 대표팀에 ""경기를 즐기면 결과가 좋아질 것""이라고 조언",5
20663,미·중 무역협정 대두 가격 급등…한 달간 8% 이상 상승,1
20664,권오현 삼성전자 부회장 상반기 보수 29억원,1
20665,"게시판 SK텔레콤, 전국 이마트로 판매처 확대",1
20666,"네이버, 자동 고객상담 챗봇 출시",0
20667,"250개 지역구, 100% 연동형 선거제도 협상 50% 등장",6
20668,DB 틸먼 프로농구 손가락 골절…완전히 대체될 듯,5
20669,트럼프의 대중국 무역적자는 시진핑이 예전만 못합니다,4
20670,독일 스포츠 연구팀이 축구선수에게 문신을 하면 실력이 35점 떨어집니다,5
20671,교보문고 베트남 도서전 개최,3
20672,"증시 풍향계 트럼프의 보호무역주의 자본시장 전망, 개방 확대",4
20673,"온두라스 한국 감독, 역동적인 팀… 이승우 주목받았다",5
20674,구글 인터넷 감시망 1시간 가량 뚫려...인터넷 이용자들은 잠시 행복해,0
20675,내년 1월 입주 아파트 2만4천여가구…17년 만에 최대,1
20676,골프존 골프존 네트웍스의 합병 결정,1
20677,"리니지, 일본 진출…한국·대만에 이어 세 번째",0
20678,구멍 뚫린 초연결 사회 ㅠㅠ 단 한 번의 화재로 드러난 IT강국 민낯… 곳곳에 구멍 뚫려,2
20679,성당에 울려 퍼지는 두 남자의 첼로 선율,3
20680,"웹툰 신도림, 한국만화대상 우수상 수상",3
20681,"◦로마의 첫 시장은 거짓말, 인사, 그리고 위기는 끝났습니다",4
20682,일부 미 국무부는 시리아에서 제한된 군사력을 사용해야 한다고 주장합니다,4
20683,레알 마드리드 세비야에 12대 역전패…40경기 무패 행진,5
20684,"유엔 대북제재 중국·러시아 외교장관, 한반도 비핵화와 평화안정 동시 강조",4
20685,,6
20686,LG G7 ThinQ 국내 7개국 중 세 번째로 저렴한 출고가,1
20687,"RFA, 중국 내 북한식당 합작사업으로 경영난 감내",4
20688,김여정 청와대 방남 의미...北 한반도 긴장완화 의지 종합평가,6
20689,"아레나 코리아, 제1회 매드 포 레이스 수영대회 개최",5
20690,"서울특별시 명예시장으로 위촉된 노인, 여성, 청소년 등 14명",2
20691,안봉근 대위에게 말하면 청와대 수석을 버리는 것도 아니고요,2
20692,문재인 정부의 반시장 사회주의 경제정책 논쟁,6
20693,LG유플러스 기업용 인터넷전화 1시간30분 장애…지금 복구,0
20694,"이청용, 3개월 만에 EPL 출전…32분간 무사격",5
20695,충청북도 맑고 기온차 커...한낮 기온 20도 이상,3
20696,"다저스, 콜로라도 19대 완파... 선발 투수 마에다 4이닝 6실점",5
20697,신도시 건설·유휴지 활용…2021년부터 수도권 30만가구 분양,2
20698,"추신수, 타율 0.265로 시즌 마감…최지만 19홈런 6개...",5
20699,문 대통령 방북 긍정 평가...남북합의 이행지시 속보,6
20700,황교안 대표의 대선주자 선호도가 낮아져 국민 눈치만 볼 것입니다,6
20701,노숙의 시 이윤택이 말하기로 결심하고 작품을 쏟아냈습니다,3
20702,"노신영 전 국무총리, 이 총리 별세, 능력과 경륜의 공무원",6
20703,베식타시티 갈라타사라이 등 명문 구단의 홈구장 이름이 바뀝니다,5
20704,"미·중 고위급 협상 타결…지적재산권 강화, 미국산 제품 수입 확대",4
20705,G20 정상 참석…한미 정상회담 가능성 정리,4
20706,NBA 보스턴 밀워키에 시즌 첫 3점 차 24패,5
20707,"SK텔레콤, 사물인터넷 전용망 로라라디오방송기술대상 수상",0
20708,"벨기에, 핵과 미사일 프로그램 폐기를 위한 구체적인 조치 취함",4
20709,강력한 유엔 제재로 핵을 포기하지 않는 한 박 대통령은 살아남지 못할 것입니다. 깨달아야 합니다,6
20710,,1
20711,손흥민의 월드컵 독일전은 영광이지만 결과는...,5
20712,한국 유리 상장 폐지를 위한 자체 주식 공개 제안으로 피처 주가 급등,1
20713,"금 펀드, 달러 강세로 울다…1년 수익률 13.10%",1
20714,,1
20715,공단 입주 도와드리겠습니다. 금품 받은 전남지역 신문기자,2
20716,불법 스팸 전송 이력이 있는 경우 신규 유선 가입이 불가능합니다,0
20717,"미중 회담, 금통위 앞두고 대기 모드…원달러 환율 0.5원 ↑",1
20718,"미군, 소말리아 중부 공습…26명 무장대원",4
20719,북한의 농촌 가뭄 및 홍수 대비를 위한 국제적십자사 지원,6
20720,반히잡 시위대 변호한 이란 인권 변호사 징역 38년,4
20721,"CNN 옐런, 너무 조심...미국 대선률 50% 미만 인상",4
20722,홍콩서 심야 레이저 시위…9일부터 사흘 연속 공항 시위,4
20723,"포크밸리 NC 다이노스, 국내 시장 공략",5
20724,"류현진, NLDS 3차전서 5이닝 2실점…승리 요건 갖춰…",5
20725,,3
20726,━ 안보 불안 심각…대북 인권법·테러방지법 통과 압박,6
20727,"미국 언론, 디즈니 트위터 인수전 참여",4
20728,"기쿠치의 본격적인 MLB 생활... 시애틀, 12일 거너스 호출",5
20729,"이낙연 국무총리, 일본 중의원 의장 접견",6
20730,영월서 지역명품개발사업 공동워크숍,2
20731,북한 6차 무수단 발사 결함 보완…도발 위협 종합 실현,6
20732,"구자철, 머리 부상으로 조기 교체…팀 3연승 행진 마감",5
20733,"LG유플러스 부산은행, 모바일뱅킹 플랫폼 썸뱅크 출시",0
20734,Curry와 Durant는 68점으로 골든 스테이트 새크라멘토에서 우승했습니다,5
20735,사물놀이라는 1인극 명인 심우성씨 별세,3
20736,"중국 언론, G20 앞두고 미국 겨냥 일방주의 집중",4
20737,베네수엘라에서 고립 심화하는 두 대통령… 미주개발은행 과이도 인정,4
20738,◦더 이상 대다수 국민의 발전을 위해 이민자를 환영하는 난민은 없습니다,4
20739,두바이 유가 4일째 상승... 배럴당 45.85달러,1
20740,프로농구 KBL 총재에 이정대 전 현대모비스 부회장 선임,5
20741,MLB 휴스턴 기자들이 부적절한 발언의 부대표를 해고했습니다,4
20742,삼성전자 미국 생활가전 6분기 연속 1위,1
20743,"SKT, 혜택 좋은 군 요금제 도입",1
20744,강의 도중 강단을 활보한 소녀... 미소 짓게 내버려 두자,4
20745,"벤 알리 전 튀니지 대통령, 아랍의 봄에 사망",4
20746,"광주·전남 올 들어 가장 높은 기온…광양 35.4도, 광주 34.9도",3
20747,하늘의 시인이 인도하는 비행의 내면세계,3
20748,KB증권 초대형IB 단기금융업 핵심 신청 자진 철회,1
20749,"KT SAT, 중동 최대 방송통신박람회 CABSAT 참가",2
20750,현대캐피탈 문성민 신영석 7일 한국전력전 결장,2
20751,신태용 태극전사 메디컬 테스트 무훈련,5
20752,"문 대통령, 헌법재판소 30주년 인사",6
20753,서울연극제 대상 수상을 위해 집에 사는 괴물,3
20754,민주당의 새 당 대표 선거 결과가 곧 발표될 예정입니다,6
20755,섬을 거닐며 자장면을 맛보며... 마라도 여행은 인기가 많습니다,3
